LICYR,LICTYPE,LICNO,BUSNAME,OWNERSHIP,LOTADDR,LOTCITY,LOTSTATE,PHONE
15,UD,2640,"DURANT CYCLE, INC.",C,201 SHADY CREEK ROAD,DURANT,OK,(580)924-1200
15,UD,4116,DURANT MOTOR SALES,S,809 N. 1ST,DURANT,OK,(580) 931-9000
15,I,239,"DUSTINS MOBILE HOME SERVICE,LLC",LLC,17301 SE 89,CHOCTAW,OK,(405) 487-0060
15,UD,2450,"DUSTY BALLARD CHEV- BUICK-GMC,INC",C,1411 S.HIGHWAY 183,CLINTON,OK,(580) 323-3611
15,AD,3059,DUSTY ROADS AUTO SALVAGE,S,1 1/4 MILE N. COUNTY BARN,OKEMAH,OK,(918) 623-9357
15,UD,1419,DUTCH'S USED CARS,S,437293 E. HIGHWAY 60,VINITA,OK,(918)256-7090
15,UD,9981,DUVAK'S AUTO SALES,S,131 HOLIDAY DRIVE,ARDMORE,OK,(580) 226-2303
15,UD,8389,DYER AUTO SALES,S,507 HIGHWAY 59 NORTH,HEAVENER,OK,(918) 653-2105
15,UD,4982,E & M AUTO SALES,S,859 INDUSTRIAL DRIVE,YUKON,OK,(405) 802-3887
15,UD,7131,E & R AUTO SALES,S,7500 HIGHWAY 281,GEARY,OK,(405) 884-2730
15,UD,7484,"E J'S TRK SALES& BOAT SLS,INC #2",C,9627 BROCK ROAD,ARDMORE,OK,(580) 618-2020
15,UD,8292,"E J'S TRUCK SALES & BOAT SALES, INC",C,2406 E. HIGHWAY 70,LONE GROVE,OK,(580) 618-2020
15,UD,6195,E. CARS,S,10200 NE 23RD STREET,OKLAHOMA CITY,OK,(405) 596-5099
15,UD,6415,EAGLE CARS,S,6512 S. I-35 SERVICE ROAD,OKLAHOMA CITY,OK,(405)677-7675
15,WD,10646,"EAGLE INTERNATIONAL AUTOS, INC",C,10400 HUNTERS POINTE,EDMOND,OK,(405) 216-8585
15,UD,7453,EAGLE RIDGE MOTORSPORTS,S,48301 STATE HIGHWAY 59,BYARS,OK,(405) 783-4298
15,UD,8527,"EAGLE TRUCK & EQUIPMENT, LLC",LLC,909 S. CHOUTEAU AVENUE,CHOUTEAU,OK,(918) 476-4946
15,UD,7144,EAGLE WING MOTORS,S,1604 SW 29TH,OKLAHOMA CITY,OK,(405) 632-3709
15,AD,3212,"EARL MANN'S BUG SHOP, INC",C,2755 MARY NIBLACK ROAD,ARDMORE,OK,(580) 223-6061
15,UD,4408,"EARL MANN'S BUG SHOP, INC",C,2755 MARY NIBLACK ROAD,ARDMORE,OK,(580) 223-6061
15,UD,484,"EARL'S LAKE COUNTRY RV'S, INC.",C,2601 S. 32ND STREET,MUSKOGEE,OK,(918)682-4504
15,UD,5789,EAST BROADWAY MOTORS,C,1120 E. BROADWAY,ENID,OK,(580) 237-0375
15,UD,8336,EAST ELM AUTO,S,604 W. OAK,ENID,OK,(580) 233-0577
15,UD,4540,EAST POINT MOTORS,S,4118 E. 11TH STREET,TULSA,OK,(918) 861-4500
15,UD,1420,"EAST TULSA TRUCK PARTS & EQUIP, INC",C,25701 E. ADMIRAL,CATOOSA,OK,(918)266-4780
15,AD,43,"EAST TULSA TRUCK PARTS & EQUIP,INC",C,25701 E. ADMIRAL,CATOOSA,OK,(918)266-4780
15,WD,10300,EAST TULSA WHOLESALE FLEET CO.,S,417 W. KENOSHA,BROKEN ARROW,OK,(918) 269-1995
15,AD,1472,"EAST WEST AUTO PARTS, INC.",C,4605 DAWSON ROAD,TULSA,OK,(918) 832-7077
15,UD,7050,EASTERN MOTORS,S,705 E. BROADWAY,ALTUS,OK,(580) 482-2697
15,AD,1270,EASTERN STATE AUTO SALVAGE,S,25066 S. 4420 ROAD,VINITA,OK,(918)256-6297
15,UD,7743,EASTSIDE MOTORS,C,7103 E. 11TH STREET,TULSA,OK,(918) 832-0232
15,MH,449,EATON USED CARS & MOBILE HOMES,S,804 S. SERVICE ROAD,CALERA,OK,(580) 434-5840
15,AD,3206,ECONOMY AUTO PARTS & SALVAGE,C,1615 E. PINE ST,TULSA,OK,(918) 583-5168
15,UD,4198,ECONOMY PARTS & USED CARS,C,1615 E. PINE ST,TULSA,OK,(918) 583-5168
15,UD,265,ECONOMY USED CARS,P,6112 E. ADMIRAL PLACE,TULSA,OK,(918)838-1788
15,UD,2126,"ED WALLACE FORD, INC",C,1700 E. JACKSON,HUGO,OK,(580)326-6448
15,I,307,"EDC HOUSES, LLC",LLC,13210 STATE HIGHWAY 3W,ADA,OK,(580) 332-8979
15,UD,7305,EDDIE CORDES AUTO FINANCE CENTER,LLC,4800 CACHE ROAD,LAWTON,OK,(580) 353-3800
15,UD,6800,EDMOND AUTO BROKERS,S,323 S. BROADWAY,EDMOND,OK,(405) 285-5052
15,UD,4233,EDMOND BUFFING & AUTOMOTIVE,S,3305 E. WATERLOO RD.,EDMOND,OK,(405) 359-4894
15,UD,2856,EDMOND HYUNDIA,LLC,14137 N. BROADWAY,EDMOND,OK,(405) 928-5454
15,UD,6579,EDMOND IMPORTS,S,825 SW 29TH,OKLAHOMA CITY,OK,(405) 644-4100
15,AD,1187,ED'S AUTO SALVAGE,S,518 1/2 E. HIGHWAY 70,DURANT,OK,(580) 924-6603
15,UD,5103,ED'S CAR MALL,S,11 S. STARK STREET,KIEFER,OK,(918) 321-2773
15,UD,7861,EDWARDS AUTO SALES #2,C,1100 E. RAY FINE BLVD,ROLAND,OK,(918) 427-5500
15,UD,3332,"EDWARDS AUTO SALES, INC.",C,406 W. RAY FINE,ROLAND,OK,(918)427-5454
15,UD,8348,EDWARD'S ENT TRUCK & AUTO SALES,S,22529 CR 1630,STONEWALL,OK,(580) 265-9423
15,UD,3160,EDWARDS USED CARS,S,101 W. BROADWAY,MANNSVILLE,OK,(580) 371-3806
15,UD,6922,EL BARATERO USED CARS,S,"HWY 83 NORTH ROUTE 2, BOX 316",TURPIN,OK,(580) 778-3215
15,UD,6678,"EL CHANILLO MOTORS, INC",C,719 S. LEWIS AVENUE,TULSA,OK,(918) 835-5680
15,UD,6655,"EL GORDO AUTO SALES, LLC",LLC,1723 E. 3RD STREET,TULSA,OK,(918) 585-7002
15,MH,495,"EL RENO HOME CENTER, INC.",C,2800 S. HIGHWAY 81,EL RENO,OK,(405) 422-4663
15,UD,9227,EL ZACATECANO AUTO SALES,S,1417 N. LEWIS AVENUE,TULSA,OK,(918) 527-8147
15,MHP,R1028,ELBA TERRACE MOBILE HOME COMMUNITY,LP,1242 N. FULTON,TULSA,OK,(918) 835-1507
15,UD,6844,ELDER'S AUTO,S,921 W. MAIN STREET,HYDRO,OK,(405) 929-0221
15,UD,6396,ELDON'S TRUCKS,LLC,740 S. HIGHWAY 75,MOUNDS,OK,(918) 827-7773
15,UD,4457,"ELECTRIFIED MOTORSPORTS, LLC",LLC,33448 E. HIGHWAY 51,COWETA,OK,(918) 279-1632
15,UD,4312,"ELITE AUTO PROVIDERS, LLC",LLC,101 E. OKMULGEE STREET,MUSKOGEE,OK,(918) 681-4755
15,UD,9926,ELITE AUTO SALES,S,1612 E. BROADWAY,ALTUS,OK,(580) 482-1612
15,I,182,"ELITE HOMES, INC.",C,22655 US HIGHWAY 59,SPIRO,OK,(918) 963-4870
15,MH,416,"ELITE HOMES, INC.",C,22655 HIGHWAY 59,SPIRO,OK,(918) 963-4870
15,UD,2173,"ELITE MOTORSPORTS, LLC",LLC,26058 N. COUNTRY ROAD,WYNNEWOOD,OK,(405) 665-2727
15,UD,4039,"ELITE P.D.R. AND AUTO SALES, LLC",LLC,6917 HIGHWATER CIRCLE STE D,EDMOND,OK,(405) 888-9998
15,UD,4201,ELITE SOLUTION AUTO SALES,C,6541 E. 40TH STREET STE M,TULSA,OK,(918) 872-9332
15,UD,4363,"ELITE TRUCK & TRAILER SALES, LLC",LLC,2018 E. SOUTHGATE ROAD,ENID,OK,(580) 234-5335
15,UD,5348,ELITE USED CARS,S,10320 NE 23RD STREET,OKLAHOMA CITY,OK,(405) 769-9911
15,UD,4154,"ELITE WHOLESALE AUTO, LLC",LLC,3106 W. UNIVERSITY,DURANT,OK,(580) 924-7469
15,AD,3145,ELK CITY PICK-A- PART,LLC,1318 S. RANDALL,ELK CITY,OK,(580) 225-1464
15,UD,8964,ELLER WHOLESALE AUTO SALES,S,22559 HWY 51,TAHLEQUAH,OK,(918) 261-0567
15,M,30023,"ELLIOTT MANUFACTURED HOMES,INC",C,16461 FM 170,PRESIDIO,TX,(432) 229-2830
15,UD,7310,"EMERGENCY VEHICLES RESOURCES, LLC",LLC,24808 AMAH PARKWAY,CLAREMORE,OK,(918) 342-5963
15,UD,8250,"EMPIRE MOTORSPORTS, LLC",LLC,909 W. MAIN SUITE B,YUKON,OK,(405) 577-6544
15,AD,130,EMPIRE SALVAGE,S,SOUTH OF EMPIRE SCHOOL,DUNCAN,OK,(580) 255-3592
15,M,30156,ENERGY HOMES #943,C,18025 COUNTY RD 41,ADDISON,AL,(866) 736-3252
15,UD,2104,"ENGLAND FORD, INC.",C,119 N. BROADWAY,HINTON,OK,(405) 542-3242
15,UD,2176,"ENID MACK SALES, INC.",C,5913 E. GARRIOTT,ENID,OK,(580) 234-0043
15,UD,4337,ENID'S EXTREME AUTO SALES,S,1118 N. GRAND,ENID,OK,(580) 234-2291
15,UD,5371,"ENLOW 66 AUCTION, INC.",C,9000 NEW SAPULPA ROAD,TULSA,OK,(918)224-7676
15,UD,7420,ENTERPRISE CAR SALES,LLC,6905 SE 29TH,MIDWEST CITY,OK,(405) 733-0741
15,UD,7423,ENTERPRISE CAR SALES #3,LLC,433 E. MEMORIAL,OKLAHOMA CITY,OK,(405) 752-9320
15,UD,7431,ENTERPRISE CAR SALES #5,LLC,4101 S. SHERIDAN,TULSA,OK,(918) 610-1100
15,AD,602,"EQUIPMENT PARTS, INC.",C,3935 N. LEWIS,TULSA,OK,(918)425-7537
15,UD,6893,EQUIPMENT UNLIMITED SALES & TRUCKS,C,29041 S. 637 ROAD,GROVE,OK,(918)786-4413
15,AD,1475,ERNEST'S SALVAGE & GARAGE,S,"ROUTE 3, BOX 108-2",SALLISAW,OK,(918) 775-2250
15,UD,2036,"ESKRIDGE CHEVROLET, LLC",LLC,5307 S. DIVISION,GUTHRIE,OK,(405) 293-0100
15,UD,2303,ESKRIDGE HONDA,C,1030 I-240 ACCESS ROAD,OKLAHOMA CITY,OK,(405)631-4444
15,UD,7576,ESTATE AUTOS,S,1531 S. HARVARD,TULSA,OK,(918) 671-2474
15,UD,4064,ESTES AUTOMOTIVE,S,13801 SOUTH 590 ROAD,MIAMI,OK,(918) 542-6699
15,UD,2125,"EUFAULA FORD, INC.",C,590 SELMON ROAD,EUFAULA,OK,(918)689-7767
15,UD,3056,"EUROPEAN MOTORS, INC.",C,824 N. BROADWAY,OKLAHOMA CITY,OK,(405) 319-9864
15,UD,6574,"EUROSPORT MOTORS, LLC",LLC,3050 NORTHWEST BLVD,NORMAN,OK,(405) 701-3876
15,UD,7389,"EURO-TECH MOTOR WERKS, INC.",C,2812 BROADWAY COURT,EDMOND,OK,(405)340-0752
15,UD,660,EVANS USED CARS,C,HIGHWAY 70,KINGSTON,OK,(580) 564-4444
15,UD,8313,EVEREST AUTO,LLC,23 SE 29TH STREET,OKLAHOMA CITY,OK,(405) 601-1199
15,UD,5808,"EVERYBODY DRIVES AUTO SALES, LLC",LLC,1010 E STREET SOUTHWEST,MIAMI,OK,(918) 542-4641
15,UD,4446,"EXCLUSIVE AUTO, LLC",LLC,626 SW 29TH,OKLAHOMA CITY,OK,(405) 605-4171
15,UD,6741,EXECUTIVE AUTO BROKERS,S,32778 S. HIGHWAY 82,KETCHUM,OK,(918) 782-9070
15,UD,6418,"EXECUTIVE KARS, INC.",C,4200 NEWCASTLE ROAD,OKLAHOMA CITY,OK,(405) 670-6565
15,UD,7957,EXIT 24 AUTO SALES,S,360 LODGE ROAD,OVERBROOK,OK,(580)226-9411
15,UD,7781,EXPRESS CREDIT AUTO,LLC,4215 S. MEMORIAL,TULSA,OK,(918) 591-2700
15,UD,7520,"EXPRESS CREDIT AUTO, LLC",LLC,4810 NW 39TH EXPRESSWAY,OKLAHOMA CITY,OK,(405) 792-2280
15,UD,7911,"EXPRESS CREDIT AUTO, LLC #2",LLC,1 SW 74TH STREET,OKLAHOMA CITY,OK,(405) 632-0090
15,UD,7132,"EXPRESS CREDIT AUTO, LLC #3",LLC,9014 SE 29TH STREET,OKLAHOMA CITY,OK,(405) 455-7773
15,UD,4437,"EXPRESS CREDIT AUTO, LLC #4",LLC,343 N. INTERSTATE DRIVE,NORMAN,OK,(405) 801-4061
15,UD,9283,EXPRESS MOTOR COMPANY,C,601 CHOCTAW AVENUE,CHICKASHA,OK,(405) 224-2828
15,UD,4087,"EXPRESS RECON AUTO SALES, LLC",LLC,5323-C WEST RENO AVENUE,OKLAHOMA CITY,OK,(405) 601-2035
15,UD,5974,EXTRA CASH AUTO PAWN,LLC,1225 N. MacARTHUR,OKLAHOMA CITY,OK,(405) 371-3469
15,UD,8000,EXTREME AUTO SALES,P,102 SIERRA STREET,LONE GROVE,OK,(580) 220-1476
15,UD,4551,"EXTREME DEALS ON WHEELS, LLC",LLC,1121 S. MAIN,NEWCASTLE,OK,(405) 392-2886
15,UD,4142,EZ AUTOS,S,101 SAM NOBLE PARKWAY,ARDMORE,OK,(580) 223-6373
15,UD,5896,"E-Z CAR CREDIT, INC",C,429 N. MAIN,MIAMI,OK,(918) 541-1910
15,UD,8267,EZ DRIVE AUTO,LLC,3828 HIGHWAY 70 WEST,DURANT,OK,(580) 745-9465
15,UD,4334,EZ DRIVE AUTO #2,LLC,1005 S. MISSISSIPPI,ATOKA,OK,(580) 889-4795
15,UD,4823,E-Z MOTORS,P,120 E. MARTIN LUTHER KING ST.,MUSKOGEE,OK,(918) 687-0544
15,UD,5654,"E-Z PAY USED CARS, INC",C,5 E. CARL ALBERT PARKWAY,MCALESTER,OK,(918) 426-4234
15,UD,6659,"E-Z PAY USED CARS, INC #2",C,500 S. 32ND STREET,MUSKOGEE,OK,(918) 687-3230
15,AD,3112,E-Z UTLEY'S TURLEY AUTO SALVAGE,S,7248 N. PEORIA,TULSA,OK,(918) 425-2726
15,WD,10511,F & M AUTO WHOLESALE,S,8951 S. SANDUSKY,TULSA,OK,(918) 493-7242
15,MH,606,FACTORY BUILT HOUSING,LLC,8104 S. SHIELDS,OKLAHOMA CITY,OK,(405) 631-3627
15,MH,600,"FACTORY DIRECT HOMES, LLC",LLC,6184 HWY 97,SAPULPA,OK,(918) 409-1476
15,AD,45,"FAIRVIEW AUTO SALVAGE, INC.",C,253453 E. CR 49,FAIRVIEW,OK,(580) 227-3837
15,UD,4156,FAIRWAY MOTOR CARS,LLC,8185 E. 46TH STREET SOUTH,TULSA,OK,(918) 828-9990
15,UD,7936,FAMILY AUTO SALES,P,HIGHWAY 82 NORTH,TALIHINA,OK,(918) 567-3646
15,UD,8225,FAMILY CAR CENTER,S,3606 W. RANDOLPH,ENID,OK,(580) 234-4145
15,UD,9941,"FAMILY CARS & TRUCKS, INC",C,115 S. HIGHWAY 81,DUNCAN,OK,(580) 255-6000
15,UD,5206,FARRIS AUTO SALES,P,110 N. ASH,PAULS VALLEY,OK,(405) 268-1414
15,UD,7873,"FASR AUTO SALES, LLC",LLC,1001 SW 29TH STREET,OKLAHOMA CITY,OK,(405) 602-3311
15,UD,4394,FAST CREDIT AUTO,S,420 S. MILL,PRYOR,OK,(918) 824-2400
15,UD,5822,"FAST TOYS FOR BOYS, LLC",LLC,123 GRAND,CRESCENT,OK,(405) 969-3883
15,UD,4938,FAULKS MOTOR COMPANY,S,221 E. BROADWAY,HOLLIS,OK,(580) 688-2508
15,UD,2060,FENTON HONDA OF ARDMORE,C,1655 N. ROCKFORD ROAD,ARDMORE,OK,(580) 226-1000
15,UD,2457,"FENTON MOTORS, INC.",C,1441 S. GEORGE NIGH EXPRESSWAY,McALESTER,OK,(918)423-0964
15,UD,2099,FENTON NISSAN EAST,C,5108 SE 15TH,DEL CITY,OK,(405) 600-7900
15,UD,2589,"FENTON NISSAN OF ARDMORE, INC.",C,1625 N. ROCKFORD AVENUE,ARDMORE,OK,(580) 223-1500
15,UD,2094,FENTON NISSAN WEST,C,8800 NW EXPRESSWAY,OKLAHOMA CITY,OK,(405) 495-4700
15,UD,2716,FERGUSON ADVANTAGE IMPORTS,LLC,1501 N. ELM PLACE,BROKEN ARROW,OK,(918) 251-1800
15,UD,2432,"FERGUSON BUICK-GMC, LLC",LLC,1015 INTERSTATE DRIVE,NORMAN,OK,(405)321-5820
15,UD,8293,FIESTA AUTO PLAZA,S,1634 SW 29TH,OKLAHOMA CITY,OK,(405) 616-0084
15,UD,5949,"FIESTA MOTORS, LLC",LLC,1101 N. PORTLAND,OKLAHOMA CITY,OK,(405) 601-2211
15,UD,4452,FIFA AUTO SALES,S,4104 E. ADMIRAL PLACE,TULSA,OK,(918) 260-7082
15,UD,2329,FIFTH GEAR CYCLE,LLC,1200 SOUTHWEST EXPRESSWAY DR.,BROKEN ARROW,OK,(918) 258-4774
15,UD,6138,FIFTH STREET MOTORS,C,417 S. 5TH,TECUMSEH,OK,(405)598-2398
15,AD,1623,"FIFTH STREET MOTORS & USED PTS,INC",C,417 S. 5TH,TECUMSEH,OK,(405)598-2398
15,UD,8515,FINE LINE AUTO SALES & DETAIL,P,4713 W. 3RD,ELK CITY,OK,(580) 225-9111
15,UD,4190,FINESSE MOTORS,S,5742 E. 11TH ST,TULSA,OK,(918) 936-4937
15,UD,9272,FINISH LINE MOTORS,C,1410 E. 6TH STREET,TULSA,OK,(918) 584-5932
15,WD,10701,"FINISHLINE AUTO SPORTS, INC",C,510 N. LYNN RIGGS BLVD,CLAREMORE,OK,(918) 497-6404
15,UD,6054,FIRST CASH AUTO PAWN,C,5519 SE 15TH STREET,DEL CITY,OK,(405) 677-1511
15,UD,6484,FIRST CASH AUTO PAWN #2,C,6209 S. HIGH AVENUE,OKLAHOMA CITY,OK,(405)631-3400
15,UD,7243,FIRST CASH AUTO PAWN #3,C,5926 NW 39TH STREET,OKLAHOMA CITY,OK,(405) 495-1555
15,UD,5548,FIRST CLASS COLLISION & AUTO,C,1105 N. 3RD,GROVE,OK,(918) 786-1919
15,UD,7549,"FIRST RATE AUTO, LLC",LLC,915 S. BROADWAY,EDMOND,OK,(405) 330-1400
15,UD,6945,FIRST TULSA AUTO OUTLET,S,6105 E. 11TH STREET,TULSA,OK,(918)838-2886
15,UD,6076,"FISHER'S AUTO MALL, INC.",C,7820 S. SHIELDS,OKLAHOMA CITY,OK,(405)634-4565
15,WD,10564,"FIVE STAR AUTO SALES, LLC",LLC,8331 S. 257TH EAST AVENUE,BROKEN ARROW,OK,(918) 357-9645
15,UD,4438,FLASH AUTO SALES,S,2005 E. 3RD STREET,TULSA,OK,(918) 585-6959
15,M,30141,"FLEETWOOD HOMES, INC",C,2801 GHOLSON ROAD,WACO,TX,(602) 256-6263
15,UD,2168,FLEETWOOD MOTORS,C,1208 S. DIVISION,GUTHRIE,OK,(405) 282-0211
15,WD,10498,FLOORPLAN XPRESS AUTOS,S,4300 HIGHLINE BLVD SUITE B330,OKLAHOMA CITY,OK,(405) 605-2135
15,UD,2446,"FLOYD'S CAMPERS, INC.",C,912 N. ADKINS HILL ROAD,NORMAN,OK,(405)288-2355
15,UD,4465,"FLYING M TRUCK & EQUIPMENT, INC",C,30116 STATE HWY 32,RUBOTTOM,OK,(580) 276-9797
15,UD,9117,FMH AUTO SALES,S,260 N. BROADWAY AVENUE,INOLA,OK,(918) 543-6630
15,UD,8102,FORATEN AUTO SALES,S,2801 N. MACARTHUR BLVD,OKLAHOMA CITY,OK,(405) 474-3772
15,UD,8887,FOREMAN'S AUTO SALES,S,437990 E. HIGHWAY 60,VINITA,OK,(918) 256-3472
15,AD,3200,FOREMAN'S BODY SHOP & SALVAGE,LLC,438030 E. HIGHWAY 60,VINITA,OK,(918) 256-3472
15,UD,2326,FORMAN HARLEY-DAVIDSON,S,3512 S. BOOMER ROAD,STILLWATER,OK,(405)377-0045
15,UD,2048,FORT THUNDER HARLEY DAVIDSON,LLC,500 SW 11TH STREET,MOORE,OK,(405) 793-8877
15,UD,7597,FOSTER AUTO SUPERCENTER,LLC,4050 S. SHERIDAN ROAD,TULSA,OK,(918) 749-3200
15,UD,2268,FOWLER CHEVROLET OF TULSA,LLC,707 W. 51ST STREET,TULSA,OK,(918) 446-2200
15,UD,2788,"FOWLER DODGE, INC.",C,55 W. I-240 SERVICE ROAD,OKLAHOMA CITY,OK,(405) 616-3634
15,UD,2212,FOWLER HONDA,C,955 N. INTERSTATE DRIVE,NORMAN,OK,(405)329-1077
15,UD,2129,FOWLER TOYOTA,C,4050 N. INTERSTATE DRIVE,NORMAN,OK,(405) 321-1301
15,UD,2164,FOWLER TOYOTA OF TULSA,LLC,6868 BA FRONTAGE,TULSA,OK,(918) 836-2769
15,UD,2167,FOWLER VOLKSWAGEN OF NORMAN,C,591 N. INTERSTATE DRIVE,NORMAN,OK,(405) 310-4444
15,UD,9597,FOX MOTORS,S,13708 S. UNION PLACE WEST,GLENPOOL,OK,(918) 321-9800
15,UD,7863,FRAILEY'S AUTO SALES,S,1101 S. CHOUTEAU AVENUE,CHOUTEAU,OK,(918)476-5203
15,AD,3202,FRAILEY'S SALVAGE,P,1013 S. CHOUTEAU AVENUE,CHOUTEAU,OK,(918) 476-5203
15,UD,6120,FRANKLIN AUTO SALES,P,"ROUTE 2, BOX 2103",GERONIMO,OK,(580) 357-9000
15,M,30159,"FRANKLIN STRUCTURES, LLC",LLC,10655 HWY 43,RUSSELLVILLE,AL,(256) 332-4510
15,AD,1748,FRANK'S GARAGE AUTO SALES & SALVAGE,S,"ROUTE 2, BOX 328",WEWOKA,OK,(405)257-6198
15,UD,6985,FRANK'S GARAGE AUTO SALES & SALVAGE,S,12297 NS 3650,WEWOKA,OK,(405)257-6198
15,UD,220,FRANK'S USED CARS,S,406 E. 3RD,GROVE,OK,(918)786-4200
15,UD,6135,"FRANSISCO/MONRO FUNERAL CAR SLS,LLC",LLC,900 N. WHEELING AVENUE,TULSA,OK,(918) 640-4317
15,UD,8644,"FRASHER WHOLESALE, INC.",C,4309 BEACON DRIVE,OKLAHOMA CITY,OK,(405) 745-4991
15,UD,2306,FRED HARLAN MOTOR COMPANY,C,322 E. 6TH,OKMULGEE,OK,(918)756-2075
15,UD,8159,FREEDOM AUTO SALES,P,3701 E. 11TH STREET,TULSA,OK,(918) 832-7600
15,UD,1878,"FREEDOM CYCLES, INC.",C,3119 S. ROBINSON,OKLAHOMA CITY,OK,(405)631-2065
15,UD,2648,FREEDOM FORD INC.,C,720 S. GEORGE NIGH EXPRESSWAY,MCALESTER,OK,(918) 423-2800
15,UD,7042,"FRENCH'S AUTO SALES, LLC",LLC,124 S. FRETZ,EDMOND,OK,(405) 340-7878
15,UD,7833,FRIENDSHIP AUTO SALES,S,227 E.KENOSHA,BROKEN ARROW,OK,(918) 258-5555
15,UD,7706,FRONT ROW AUTO SALES,S,1916 SW WASHINGTON,LAWTON,OK,(580) 357-4628
15,UD,7143,FRONT ROW AUTO SALES #2,S,1508 SW LEE BLVD,LAWTON,OK,(580) 585-0020
15,UD,7285,FRONTIER AUTO SALES,S,5418 E. 11TH STREET SOUTH,TULSA,OK,(918) 835-9797
15,UD,2109,FRONTIER CHEVROLET CO.,C,1640 E. HIGHWAY 66,EL RENO,OK,(405)262-3355
15,UD,5820,"FRONTIER EQUIPMENT SALES, LLC",LLC,4123 N. BANNER ROAD,EL RENO,OK,(405) 354-2611
15,UD,2360,"FRONTIER INTERNATIONAL TRUCKS, INC.",C,1023 N. GARNETT ROAD,TULSA,OK,(918)438-2000
15,UD,2438,FRONTIER MOTOR CO.,C,1700 E. HIGHWAY 66,EL RENO,OK,(405) 262-3355
15,UD,9695,FRONTLINE AUTO,S,301 SW 59TH,OKLAHOMA CITY,OK,(405) 631-2857
15,UD,7849,FTD MOTORS,LLC,13533 S. STATE HIGHWAY 51,COWETA,OK,(918) 279-0036
15,UD,4391,"FULL THROTTLE MOTORS, LLC",LLC,101 E. NEEDLES AVENUE,BIXBY,OK,(918) 625-6591
15,UD,9687,"FUTURE AUTO SALES, INC.",C,1645 S. MEMORIAL DRIVE,TULSA,OK,(918) 270-2727
15,UD,8645,G & D USED CARS,P,"ROUTE 1, BOX 124",WELEETKA,OK,(405) 786-2396
15,UD,3671,G & G PARTS & CARS,C,30020 N. 3956 DRIVE,OCHELETA,OK,(918) 331-6390
15,UD,6364,G & H AUTO SALES,S,342 E. OKMULGEE,MUSKOGEE,OK,(918)687-5730
15,AD,1601,"G & M AUTO SALVAGE, INC.",C,101 SW DOUGLAS,LAWTON,OK,(580) 357-8400
15,UD,5265,G & N USED CARS,C,902 SW 2ND STREET,LAWTON,OK,(580) 353-1790
15,UD,6737,G & P MOTORS,S,219 E. BROADWAY,ALTUS,OK,(580) 482-2166
15,UD,1223,G & R AUTO PARTS,C,9121 S. SHIELDS,OKLAHOMA CITY,OK,(405)634-0575
15,AD,46,G & R AUTO PARTS,C,9121 S. SHIELDS,OKLAHOMA CITY,OK,(405)634-0575
15,UD,7937,"G & S BOAT, RV & AUTO, INC",C,2865 N. SHIELDS- UNIT H,MOORE,OK,(405) 703-3706
15,UD,7325,G TOWN MOTORS,S,402 SE 2ND ST,GUYMON,OK,(580) 468-3838
15,UD,8036,G\T AUTO SALES,C,1221 OKLAHOMA AVENUE,WOODWARD,OK,(580) 256-1957
15,WD,10585,"GAB MOTORS, LLC",LLC,14307 S. 50TH EAST AVENUE,BIXBY,OK,(918) 645-9066
15,UD,7749,GALAXY MOTORS,S,720 SW FRANK PHILLIPS,BARTLESVILLE,OK,(918) 260-3429
15,UD,8862,GALLO AUTO SALES,S,7301 E. 11TH STREET,TULSA,OK,(918) 938-5165
15,UD,4227,GARCIA'S MOTORS,S,8561 E. ADMIRAL PLACE,TULSA,OK,(918) 949-6099
15,UD,4381,GARNER AUTO SALES,S,7300 S. HIGHWAY 137,MIAMI,OK,(918) 540-0077
15,UD,4441,"GARRETT'S AUTO SALES, LLC",LLC,973 WEST 13TH,ATOKA,OK,(405) 595-6977
15,UD,1911,GARRETT'S USED CARS,S,HIGHWAY 69 NORTH,COMMERCE,OK,(918)675-4644
15,UD,9497,GARY KELLEY MOTOR COMPANY,C,1805 S. COMMERCE,ARDMORE,OK,(580) 223-1993
15,UD,9756,GBS TRUCK SALES,C,5498 HIGHWAY 66 WEST,STROUD,OK,(918) 968-2591
15,UD,2442,GEFCO USED EQUIPMENT & TRUCK SALES,C,2215 S. VAN BUREN,ENID,OK,(580) 548-0491
15,UD,2092,"GENE SMITH, INC",C,110 ACCESS ROAD,ELK CITY,OK,(580)225-0132
15,WD,10250,"GENERAL MOTORS, LLC",LLC,1028 S. PORTLAND,OKLAHOMA CITY,OK,(313) 665-1603
15,UD,7125,"GENERATION AUTO SALES, INC.",C,404 W. BROADWAY,LEXINGTON,OK,(405) 527-2778
15,AD,82,GEORGE SMITH SALVAGE CITY&WRECKER,C,12521 SH3W,ADA,OK,(580) 332-2250
15,UD,4630,GEORGE'S AUTO SALES,P,14444 HIGHWAY 62 WEST,TAHLEQUAH,OK,(918)456-8810
15,UD,6398,"GEORGE'S MOTOR COMPANY, LLC",LLC,2407 S. MAIN,GROVE,OK,(918) 786-9500
15,WD,10183,"GERALD VAUGHN AUTO SALES, INC.",C,804 GLEN LAKE DRIVE,EDMOND,OK,(405)390-2171
15,UD,4365,"GET RIGHT AUTO, LLC",LLC,14824 S. MEMORIAL DRIVE,BIXBY,OK,(918) 364-8256
15,UD,4235,GIBBS AUTO LINK,LLC,302 W. 'A' STREET,JENKS,OK,(918) 528-6989
